,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Zane Gonzalez,CAR,4,4,,1,0,0,,0
1,Joseph Charlton,CAR,,,,,3,136,45.3,49
4,Greg Zuerlein,DAL,3,3,1,1,0,0,,0
5,Bryan Anger,DAL,,,,,4,190,47.5,63
