,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Rodrigo Blankenship,IND,3,3,2,2,0,0,,0
1,Rigoberto Sanchez,IND,,,,,4,200,50.0,57
4,Jason Sanders,MIA,2,2,1,1,0,0,,0
5,Michael Palardy,MIA,,,,,5,239,47.8,56
