,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Janoris Jenkins,TEN,0,8,5,62.5%,110,22.0,13.8,0,106.2,15.3,95,15,0,0,0,0.0,0,2,0,0.0%
1,David Long,TEN,0,6,5,83.3%,37,7.4,6.2,0,92.4,1.5,1,36,3,0,0,0.0,0,3,4,57.1%
2,Kristian Fulton,TEN,1,7,4,57.1%,73,18.3,10.4,1,93.2,11.7,50,23,0,0,0,0.0,0,3,1,25.0%
3,Harold Landry,TEN,0,3,3,100.0%,0,0.0,0.0,0,79.2,-2.7,-8,8,7,2,0,1.0,3,7,0,0.0%
4,Chris Jackson,TEN,0,3,2,66.7%,9,4.5,3.0,0,70.1,6.7,6,3,0,0,0,0.0,0,2,0,0.0%
5,Breon Borders,TEN,0,1,1,100.0%,53,53.0,53.0,1,158.3,51.0,51,2,0,0,0,0.0,0,2,0,0.0%
6,Rashaan Evans,TEN,0,3,1,33.3%,15,15.0,5.0,0,50.7,8.7,13,2,2,0,0,0.0,0,6,0,0.0%
7,Denico Autry,TEN,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,1,0,0.0,1,3,0,0.0%
8,Dane Cruikshank,TEN,0,1,0,0.0%,,,0.0,,39.6,13.0,,,1,0,0,0.0,0,5,0,0.0%
9,Kevin Byard,TEN,0,1,0,0.0%,,,0.0,,39.6,9.0,,,2,0,0,0.0,0,6,0,0.0%
10,Jayon Brown,TEN,0,0,0,,,,,,,,,,2,0,0,0.0,0,1,0,0.0%
11,Olasunkanmi Adeniyi,TEN,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
13,C.J. Mosley,NYJ,0,7,6,85.7%,58,9.7,8.3,0,101.2,7.7,51,7,4,0,0,1.0,1,13,2,13.3%
14,Quincy Williams,NYJ,0,12,6,50.0%,46,7.7,3.8,0,59.7,1.7,-9,55,2,0,0,1.0,1,12,2,14.3%
15,Michael Carter,NYJ,0,5,4,80.0%,43,10.8,8.6,0,102.5,5.0,18,25,2,0,0,0.0,0,5,0,0.0%
16,Javelin Guidry,NYJ,0,4,4,100.0%,29,7.3,7.3,1,136.5,6.8,27,2,2,0,0,0.0,0,10,0,0.0%
17,Bryce Hall,NYJ,0,9,3,33.3%,39,13.0,4.3,0,47.9,19.1,22,17,4,0,1,0.5,2,5,2,28.6%
18,Brandin Echols,NYJ,0,4,3,75.0%,30,10.0,7.5,0,95.8,8.8,16,14,0,0,0,0.0,0,2,1,33.3%
19,Quinnen Williams,NYJ,0,1,1,100.0%,27,27.0,27.0,0,118.7,-5.0,-5,32,0,0,0,2.0,2,7,1,12.5%
20,Shaq Lawson,NYJ,0,1,1,100.0%,0,0.0,0.0,0,79.2,-8.0,-8,8,0,0,0,0.0,0,0,0,
21,Ashtyn Davis,NYJ,0,1,1,100.0%,12,12.0,12.0,0,116.7,9.0,9,3,0,0,0,0.0,0,3,1,25.0%
22,Jarrod Wilson,NYJ,0,3,1,33.3%,14,14.0,4.7,0,49.3,11.7,-6,20,2,0,0,0.0,0,2,0,0.0%
23,John Franklin-Myers,NYJ,0,0,0,,,,,,,,,,0,1,2,1.0,4,4,0,0.0%
24,Bryce Huff,NYJ,0,0,0,,,,,,,,,,0,0,1,1.5,3,2,0,0.0%
25,Sheldon Rankins,NYJ,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,1,33.3%
26,Nathan Shepherd,NYJ,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,1,33.3%
27,Isaiah Dunn,NYJ,0,1,0,0.0%,,,0.0,,39.6,25.0,,,0,0,0,0.0,0,1,0,0.0%
28,Sharrod Neasman,NYJ,0,1,0,0.0%,,,0.0,,39.6,15.0,,,0,0,0,0.0,0,2,0,0.0%
29,Jamien Sherwood,NYJ,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
30,Adrian Colbert,NYJ,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,2,40.0%
