,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Laviska Shenault Jr.,JAX,7,6,99,0,4,71,11.8,28,4.7,13.6,1,6.0,0,0.0,0,118.7
1,Marvin Jones,JAX,3,3,24,0,1,20,6.7,4,1.3,6.7,0,,0,0.0,0,100.0
2,Dan Arnold,JAX,2,2,29,0,2,0,0.0,29,14.5,0.0,1,2.0,0,0.0,0,118.7
3,Luke Farrell,JAX,1,1,7,0,,4,4.0,3,3.0,4.0,0,,0,0.0,0,95.8
4,Jacob Hollister,JAX,1,1,5,0,,3,3.0,2,2.0,3.0,0,,0,0.0,0,87.5
5,Tavon Austin,JAX,3,1,8,0,,8,8.0,0,0.0,7.7,0,,0,0.0,0,42.4
6,Chris Manhertz,JAX,1,1,7,0,,4,4.0,3,3.0,4.0,0,,0,0.0,0,95.8
7,James Robinson,JAX,2,1,-2,0,0,-6,-6.0,4,4.0,-4.5,0,,0,0.0,0,56.2
8,Jamal Agnew,JAX,1,1,27,0,1,27,27.0,0,0.0,27.0,0,,0,0.0,0,118.7
9,Tyron Johnson,JAX,1,0,0,0,,0,,0,,30.0,0,,0,0.0,0,39.6
11,Tyler Boyd,CIN,11,9,118,0,6,40,4.4,78,8.7,7.4,1,9.0,0,0.0,0,111.4
12,Ja'Marr Chase,CIN,9,6,77,0,3,55,9.2,22,3.7,10.2,0,,0,0.0,0,93.3
13,C.J. Uzomah,CIN,6,5,95,2,4,29,5.8,66,13.2,6.0,1,5.0,0,0.0,0,158.3
14,Trenton Irwin,CIN,1,1,25,0,1,0,0.0,25,25.0,0.0,0,,0,0.0,0,118.7
15,Joe Mixon,CIN,2,1,0,0,0,-3,-3.0,3,3.0,-5.0,0,,1,50.0,0,56.2
16,Samaje Perine,CIN,1,1,15,0,1,3,3.0,12,12.0,3.0,0,,0,0.0,0,118.7
17,Auden Tate,CIN,1,1,18,0,1,10,10.0,8,8.0,10.0,2,0.5,0,0.0,0,118.7
18,Mike Thomas,CIN,1,1,0,0,,0,0.0,0,0.0,0.0,0,,0,0.0,0,79.2
