,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Chris Boswell,PIT,2,2,1,1,0,0,,0
1,Pressley Harvin III,PIT,,,,,3,102,34.0,45
4,Mason Crosby,GNB,3,3,2,2,0,0,,0
5,Corey Bojorquez,GNB,,,,,3,138,46.0,57
