,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Harrison Butker,KAN,6,6,,,0,0,,0
3,Jake Elliott,PHI,3,3,3,3,0,0,,0
