,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Jeremy McNichols,TEN,12,8,74,0,4,-18,-2.3,92,11.5,-1.8,0,,1,8.3,0,83.3
1,Josh Reynolds,TEN,9,6,59,0,4,42,7.0,17,2.8,15.2,0,,0,0.0,0,85.0
2,Chester Rogers,TEN,6,5,63,0,3,48,9.6,15,3.0,9.2,0,,0,0.0,0,110.4
3,Nick Westbrook-Ikhine,TEN,8,3,29,0,1,16,5.3,13,4.3,12.6,0,,0,0.0,0,48.4
4,Anthony Firkser,TEN,5,3,23,0,1,15,5.0,8,2.7,7.2,0,,2,40.0,0,71.2
5,Derrick Henry,TEN,2,2,20,0,1,5,2.5,15,7.5,2.5,0,,0,0.0,0,108.3
6,Tommy Hudson,TEN,1,1,14,0,1,12,12.0,2,2.0,12.0,0,,0,0.0,0,118.7
7,MyCole Pruitt,TEN,1,1,14,0,1,-6,-6.0,20,20.0,-6.0,0,,0,0.0,0,118.7
8,Cameron Batson,TEN,4,1,2,1,1,1,1.0,1,1.0,17.8,0,,0,0.0,0,79.2
9,Geoff Swaim,TEN,1,0,0,0,,0,,0,,14.0,0,,0,0.0,0,39.6
11,Jamison Crowder,NYJ,9,7,61,1,4,42,6.0,19,2.7,5.9,0,,1,11.1,0,131.9
12,Corey Davis,NYJ,7,4,111,1,4,92,23.0,19,4.8,19.7,0,,1,14.3,1,101.8
13,Keelan Cole,NYJ,4,3,92,0,2,83,27.7,9,3.0,23.5,0,,0,0.0,0,116.7
14,Ty Johnson,NYJ,2,2,12,0,1,5,2.5,7,3.5,2.5,0,,0,0.0,0,91.7
15,Tevin Coleman,NYJ,2,2,17,0,0,-6,-3.0,23,11.5,-3.0,0,,0,0.0,0,102.1
16,Ryan Griffin,NYJ,4,1,8,0,,2,2.0,6,6.0,7.3,0,,0,0.0,0,39.6
17,Michael Carter,NYJ,3,1,-4,0,0,-4,-4.0,0,0.0,1.3,0,,0,0.0,0,42.4
18,Braxton Berrios,NYJ,1,1,0,0,,-6,-6.0,6,6.0,-6.0,0,,0,0.0,0,79.2
19,Tyler Kroft,NYJ,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
20,Trevon Wesco,NYJ,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6
