,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Cameron Johnston,HOU,,,,,5,251,50.2,61
3,Tyler Bass,BUF,4,4,4,4,0,0,,0
4,Matt Haack,BUF,,,,,1,44,44.0,44
