,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Chuba Hubbard,CAR,13,57,2,32,2.5,25,1.9,1,13.0
1,Sam Darnold,CAR,6,35,4,35,5.8,0,0.0,0,
2,Royce Freeman,CAR,3,12,2,7,2.3,5,1.7,0,
3,Robby Anderson,CAR,1,3,0,1,1.0,2,2.0,0,
4,D.J. Moore,CAR,1,6,1,6,6.0,0,0.0,0,
6,Ezekiel Elliott,DAL,20,143,7,71,3.6,72,3.6,1,20.0
7,Tony Pollard,DAL,10,67,4,45,4.5,22,2.2,1,10.0
8,Dak Prescott,DAL,4,35,1,35,8.8,0,0.0,0,
