,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Daniel Jones,NYG,28,40,402,17,42.5,375,9.4,199,7.1,5.0,203,7.3,2,5.4%,5,13.5%,0,16,3,6,9,20.9%,3,8.3
2,Jameis Winston,NOR,17,23,226,11,47.8,138,6.0,107,6.3,4.7,119,7.0,0,0.0%,4,17.4%,0,9,3,0,3,13.0%,0,
3,Taysom Hill,NOR,2,3,9,1,33.3,47,15.7,3,1.5,1.0,6,3.0,0,0.0%,1,33.3%,0,1,0,0,0,0.0%,0,
