,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Sidney Jones,SEA,0,11,9,81.8%,131,14.6,11.9,1,146.6,9.5,85,46,0,0,0,0.0,0,7,0,0.0%
1,Bobby Wagner,SEA,0,6,4,66.7%,35,8.8,5.8,0,81.9,5.7,22,13,1,0,0,0.0,0,10,1,9.1%
2,Jordyn Brooks,SEA,0,3,2,66.7%,20,10.0,6.7,0,85.4,7.3,14,6,4,1,0,1.0,2,7,0,0.0%
3,Jamal Adams,SEA,0,7,2,28.6%,94,47.0,13.4,1,118.7,16.1,40,54,2,0,0,0.0,0,6,0,0.0%
4,Ugo Amadi,SEA,0,2,2,100.0%,15,7.5,7.5,1,137.5,0.5,1,14,1,0,0,0.0,0,0,1,100.0%
5,Marquise Blair,SEA,0,1,1,100.0%,7,7.0,7.0,0,95.8,-4.0,-4,11,0,0,0,0.0,0,3,0,0.0%
6,Quandre Diggs,SEA,1,4,1,25.0%,5,5.0,1.3,0,0.0,13.5,-2,7,0,0,0,0.0,0,7,0,0.0%
7,D.J. Reed,SEA,0,3,1,33.3%,8,8.0,2.7,0,42.4,8.7,7,1,0,0,0,0.0,0,7,2,22.2%
8,Ryan Neal,SEA,0,2,1,50.0%,7,7.0,3.5,0,58.3,2.0,-2,9,1,0,0,0.0,0,5,0,0.0%
9,Al Woods,SEA,0,0,0,,,,,,,,,,0,1,2,0.0,3,2,0,0.0%
10,Carlos Dunlap,SEA,0,0,0,,,,,,,,,,0,3,0,0.0,3,0,0,
11,Rasheem Green,SEA,0,0,0,,,,,,,,,,0,2,1,0.0,3,3,0,0.0%
12,Kerry Hyder,SEA,0,0,0,,,,,,,,,,0,2,1,0.0,3,3,0,0.0%
13,Darrell Taylor,SEA,0,0,0,,,,,,,,,,0,1,0,1.0,2,2,0,0.0%
14,Poona Ford,SEA,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
15,Alton Robinson,SEA,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
17,Emmanuel Moseley,SFO,0,10,5,50.0%,60,12.0,6.0,0,68.7,8.8,34,26,0,0,0,0.0,0,3,1,25.0%
18,Fred Warner,SFO,0,3,3,100.0%,9,3.0,3.0,0,79.2,-1.0,-3,12,4,0,0,0.0,0,9,2,18.2%
19,Azeez Al-Shaair,SFO,0,3,3,100.0%,53,17.7,17.7,2,158.3,8.0,24,29,3,0,0,0.0,0,10,0,0.0%
20,Dre Kirkpatrick,SFO,0,4,3,75.0%,19,6.3,4.8,0,84.4,6.0,15,4,0,0,0,0.0,0,3,0,0.0%
21,Dontae Johnson,SFO,0,1,1,100.0%,5,5.0,5.0,0,87.5,-1.0,-1,6,3,2,0,0.0,2,0,1,100.0%
22,D.J. Jones,SFO,0,1,1,100.0%,3,3.0,3.0,0,79.2,-7.0,-7,10,0,0,0,0.0,0,3,0,0.0%
23,Nick Bosa,SFO,0,0,0,,,,,,,,,,0,1,2,1.0,4,3,0,0.0%
24,Dee Ford,SFO,0,0,0,,,,,,,,,,0,0,0,2.0,2,3,0,0.0%
25,Javon Kinlaw,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,1,50.0%
26,Marcell Harris,SFO,0,0,0,,,,,,,,,,1,1,0,0.0,1,5,1,16.7%
27,Jimmie Ward,SFO,0,0,0,,,,,,,,,,2,1,0,0.0,1,3,0,0.0%
28,Arik Armstead,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%
29,Jaquiski Tartt,SFO,0,0,0,,,,,,,,,,1,0,0,0.0,0,4,0,0.0%
