,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Jared Goff,DET,24,38,299,2,0,4,38,33,105.0,3,8,0,6,0,0,0,0,0,3,2
1,Jamaal Williams,DET,0,0,0,0,0,0,0,0,,14,66,0,11,0,0,0,0,0,0,0
2,D'Andre Swift,DET,0,0,0,0,0,0,0,0,,8,16,0,6,6,4,33,0,11,0,0
3,Quintez Cephus,DET,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,83,0,33,0,0
4,Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,70,0,24,0,0
5,Kalif Raymond,DET,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,46,2,25,0,0
6,T.J. Hockenson,DET,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,42,0,22,0,0
7,KhaDarel Hodge,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,0,0
8,Trinity Benson,DET,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,12,0,9,0,0
11,Justin Fields,CHI,11,17,209,0,1,1,24,64,82.7,3,9,0,11,0,0,0,0,0,1,0
12,David Montgomery,CHI,0,0,0,0,0,0,0,0,,23,106,2,24,0,0,0,0,0,0,0
13,Damien Williams,CHI,0,0,0,0,0,0,0,0,,8,55,1,23,2,2,15,0,8,0,0
14,Darnell Mooney,CHI,0,0,0,0,0,0,0,0,,1,10,0,10,7,5,125,0,64,0,0
15,Khalil Herbert,CHI,0,0,0,0,0,0,0,0,,3,7,0,4,0,0,0,0,0,0,0
16,Marquise Goodwin,CHI,0,0,0,0,0,0,0,0,,1,1,0,1,2,0,0,0,0,0,0
17,Allen Robinson,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,63,0,28,0,0
18,Cole Kmet,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,6,0,6,0,0
