,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jaydon Mickens,TAM,1,13,13.0,0,13,2,12,6.0,0,12
1,Tyler Johnson,TAM,1,10,10.0,0,10,0,0,,0,0
4,Gunner Olszewski,NWE,0,0,,0,0,2,17,8.5,0,11
5,Brandon Bolden,NWE,1,25,25.0,0,25,0,0,,0,0
