,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Randy Bullock,TEN,1,1,3,4,0,0,,0
1,Johnny Townsend,TEN,,,,,5,188,37.6,63
4,Matt Ammendola,NYJ,3,3,2,2,0,0,,0
5,Thomas Morstead,NYJ,,,,,6,277,46.2,56
