,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Kyler Murray,ARI,24,32,268,11,31.4,230,7.2,128,5.3,4.0,140,5.8,1,3.4%,2,6.9%,3,7,8,0,11,28.2%,4,9.5
2,Matthew Stafford,LAR,26,41,280,13,31.7,354,8.6,173,6.7,4.2,107,4.1,1,2.4%,11,26.8%,0,8,2,5,7,16.3%,2,6.0
